participant_id,activity_date,activity_type,topic,municipality,gender,age_group,role,decision_making_role,event_speaker,coordination_role,responsibility_level,leadership_role
1905,2025-11-22,Educational Event,Gender Equality,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
1933,2025-11-22,Community Outreach,Transport,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No
3225,2025-11-22,Community Outreach,Local Government,Yekaterinburg,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
297,2025-11-23,Public Event,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
619,2025-11-23,Media Activity,Housing,Pervouralsk,Female,35-44,Volunteer,No,No,No,Basic,No
623,2025-11-23,Campaign Activity,Transport,Revda,Male,35-44,Participant,No,No,No,Basic,No
743,2025-11-23,Community Outreach,Healthcare,Yekaterinburg,Male,18-24,Volunteer,No,Yes,No,Basic,No
821,2025-11-23,Public Event,Economic Policy,Kamensk-Uralsky,Female,25-34,Participant,No,Yes,No,Basic,No
1530,2025-11-23,Media Activity,Healthcare,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
3332,2025-11-23,Government Interaction,Economic Policy,Pervouralsk,Female,25-34,Participant,No,No,No,Basic,No
545,2025-11-24,Community Outreach,Local Government,Pervouralsk,Female,25-34,Coordinator,No,No,Yes,Leadership,Yes
793,2025-11-24,Community Outreach,Gender Equality,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
1027,2025-11-24,Educational Event,Education,Revda,Male,35-44,Participant,No,No,No,Basic,No
1269,2025-11-24,Campaign Activity,Local Government,Kamensk-Uralsky,Male,18-24,Speaker,Yes,Yes,No,Visible,No
37,2025-11-25,Educational Event,Social Policy,Revda,Female,18-24,Volunteer,No,No,No,Basic,No
1839,2025-11-25,Media Activity,Local Government,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
2071,2025-11-25,Community Outreach,Housing,Asbest,Male,25-34,Participant,No,No,No,Basic,No
2338,2025-11-25,Campaign Activity,Local Government,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2378,2025-11-25,Campaign Activity,Economic Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
2647,2025-11-25,Media Activity,Economic Policy,Pervouralsk,Male,45-54,Organizer,Yes,No,Yes,Leadership,Yes
2991,2025-11-25,Public Event,Youth Policy,Revda,Male,35-44,Participant,No,No,No,Basic,No
3554,2025-11-25,Community Outreach,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
71,2025-11-26,Campaign Activity,Youth Policy,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
1597,2025-11-26,Campaign Activity,Healthcare,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2535,2025-11-26,Campaign Activity,Housing,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
3127,2025-11-26,Meeting,Healthcare,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
3348,2025-11-26,Government Interaction,Transport,Yekaterinburg,Male,25-34,Analyst,No,Yes,No,Professional,No
1110,2025-11-27,Campaign Activity,Economic Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2084,2025-11-27,Community Outreach,Social Policy,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No
2828,2025-11-27,Campaign Activity,Housing,Yekaterinburg,Female,35-44,Coordinator,No,Yes,Yes,Leadership,Yes
2970,2025-11-27,Educational Event,Education,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
3261,2025-11-27,Public Event,Housing,Yekaterinburg,Female,25-34,Volunteer,Yes,Yes,No,Basic,No
264,2025-11-28,Campaign Activity,Entrepreneurship,Serov,Female,18-24,Participant,No,No,No,Basic,No
827,2025-11-28,Meeting,Local Government,Revda,Male,55+,Speaker,No,Yes,No,Visible,No
1954,2025-11-28,Meeting,Gender Equality,Nizhny Tagil,Male,45-54,Analyst,Yes,No,No,Professional,No
2560,2025-11-28,Media Activity,Entrepreneurship,Pervouralsk,Female,18-24,Participant,No,No,No,Basic,No
2568,2025-11-28,Campaign Activity,Youth Policy,Nizhny Tagil,Female,35-44,Volunteer,No,No,No,Basic,No
3229,2025-11-28,Community Outreach,Youth Policy,Serov,Male,35-44,Participant,No,No,No,Basic,No
3241,2025-11-28,Government Interaction,Housing,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No
446,2025-11-29,Public Event,Education,Yekaterinburg,Male,45-54,Participant,No,Yes,No,Basic,No
1157,2025-11-29,Campaign Activity,Gender Equality,Yekaterinburg,Female,55+,Volunteer,No,No,No,Basic,No
2630,2025-11-29,Campaign Activity,Local Government,Nizhny Tagil,Female,45-54,Analyst,No,Yes,No,Professional,No
2999,2025-11-29,Meeting,Education,Kamensk-Uralsky,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
3520,2025-11-29,Government Interaction,Gender Equality,Yekaterinburg,Male,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes
248,2025-11-30,Government Interaction,Social Policy,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
893,2025-11-30,Media Activity,Economic Policy,Yekaterinburg,Female,45-54,Coordinator,Yes,No,Yes,Leadership,Yes
964,2025-11-30,Educational Event,Gender Equality,Asbest,Female,25-34,Participant,No,No,No,Basic,No
1162,2025-11-30,Community Outreach,Transport,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
1241,2025-11-30,Educational Event,Transport,Yekaterinburg,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes
1339,2025-11-30,Community Outreach,Gender Equality,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
1765,2025-11-30,Educational Event,Local Government,Pervouralsk,Female,25-34,Participant,No,No,No,Basic,No
2547,2025-11-30,Survey,Transport,Pervouralsk,Male,55+,Speaker,Yes,Yes,No,Visible,No
379,2025-12-01,Community Outreach,Economic Policy,Yekaterinburg,Female,18-24,Organizer,Yes,No,Yes,Leadership,Yes
632,2025-12-01,Meeting,Youth Policy,Asbest,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
1063,2025-12-01,Campaign Activity,Entrepreneurship,Kamensk-Uralsky,Female,55+,Participant,No,No,No,Basic,No
1088,2025-12-01,Campaign Activity,Social Policy,Kamensk-Uralsky,Male,25-34,Volunteer,No,No,No,Basic,No
1470,2025-12-01,Community Outreach,Gender Equality,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2412,2025-12-01,Government Interaction,Entrepreneurship,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2730,2025-12-01,Public Event,Economic Policy,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
2847,2025-12-01,Government Interaction,Gender Equality,Kamensk-Uralsky,Female,25-34,Volunteer,No,No,No,Basic,No
3479,2025-12-01,Meeting,Local Government,Asbest,Male,18-24,Analyst,No,No,No,Professional,No
375,2025-12-02,Meeting,Transport,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
529,2025-12-02,Survey,Youth Policy,Kamensk-Uralsky,Male,35-44,Speaker,No,Yes,No,Visible,No
1071,2025-12-02,Meeting,Youth Policy,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No
1989,2025-12-02,Community Outreach,Entrepreneurship,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No
2310,2025-12-02,Meeting,Youth Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
1360,2025-12-03,Government Interaction,Social Policy,Nizhny Tagil,Female,18-24,Volunteer,No,Yes,No,Basic,No
2728,2025-12-03,Community Outreach,Education,Nizhny Tagil,Female,18-24,Participant,No,No,No,Basic,No
2758,2025-12-03,Media Activity,Gender Equality,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
5,2025-12-04,Media Activity,Entrepreneurship,Yekaterinburg,Female,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
1303,2025-12-04,Meeting,Gender Equality,Pervouralsk,Male,35-44,Organizer,No,No,Yes,Leadership,Yes
1366,2025-12-04,Meeting,Local Government,Yekaterinburg,Male,55+,Organizer,Yes,No,Yes,Leadership,Yes
2121,2025-12-04,Survey,Youth Policy,Revda,Female,45-54,Coordinator,Yes,No,Yes,Leadership,Yes
2351,2025-12-04,Campaign Activity,Youth Policy,Yekaterinburg,Female,45-54,Coordinator,No,Yes,Yes,Leadership,Yes
2548,2025-12-04,Campaign Activity,Housing,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
2556,2025-12-04,Meeting,Economic Policy,Yekaterinburg,Male,45-54,Speaker,No,Yes,No,Visible,No
2609,2025-12-04,Meeting,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3509,2025-12-04,Campaign Activity,Gender Equality,Serov,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes
114,2025-12-05,Survey,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
401,2025-12-05,Government Interaction,Social Policy,Pervouralsk,Female,25-34,Speaker,No,Yes,No,Visible,No
574,2025-12-05,Public Event,Education,Nizhny Tagil,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
1493,2025-12-05,Campaign Activity,Transport,Revda,Male,55+,Participant,No,No,No,Basic,No
1642,2025-12-05,Public Event,Healthcare,Kamensk-Uralsky,Female,18-24,Participant,No,No,No,Basic,No
2122,2025-12-05,Meeting,Local Government,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2427,2025-12-05,Meeting,Gender Equality,Kamensk-Uralsky,Female,25-34,Coordinator,No,No,Yes,Leadership,Yes
2819,2025-12-05,Educational Event,Entrepreneurship,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
3205,2025-12-05,Educational Event,Transport,Yekaterinburg,Male,35-44,Analyst,Yes,No,Yes,Professional,No
290,2025-12-06,Public Event,Local Government,Yekaterinburg,Female,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
704,2025-12-06,Campaign Activity,Gender Equality,Yekaterinburg,Male,45-54,Participant,No,Yes,No,Basic,No
838,2025-12-06,Public Event,Transport,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
968,2025-12-06,Meeting,Entrepreneurship,Pervouralsk,Female,18-24,Volunteer,No,No,No,Basic,No
2152,2025-12-06,Campaign Activity,Local Government,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2318,2025-12-06,Survey,Entrepreneurship,Yekaterinburg,Male,25-34,Speaker,Yes,Yes,No,Visible,No
2486,2025-12-06,Survey,Local Government,Yekaterinburg,Female,45-54,Analyst,No,No,No,Professional,No
2646,2025-12-06,Meeting,Social Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
3030,2025-12-06,Government Interaction,Housing,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
3234,2025-12-06,Media Activity,Entrepreneurship,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
3355,2025-12-06,Government Interaction,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3544,2025-12-06,Meeting,Local Government,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
331,2025-12-07,Community Outreach,Healthcare,Pervouralsk,Male,35-44,Participant,No,No,No,Basic,No
719,2025-12-07,Educational Event,Education,Serov,Male,45-54,Participant,No,No,No,Basic,No
1628,2025-12-07,Meeting,Local Government,Yekaterinburg,Female,25-34,Analyst,Yes,No,No,Professional,No
1709,2025-12-07,Meeting,Transport,Pervouralsk,Male,25-34,Participant,No,No,No,Basic,No
3477,2025-12-07,Public Event,Youth Policy,Pervouralsk,Male,18-24,Coordinator,No,No,Yes,Leadership,Yes
235,2025-12-08,Public Event,Housing,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No
741,2025-12-08,Meeting,Healthcare,Yekaterinburg,Female,18-24,Coordinator,No,Yes,Yes,Leadership,Yes
810,2025-12-08,Meeting,Entrepreneurship,Kamensk-Uralsky,Male,25-34,Speaker,No,Yes,No,Visible,No
1214,2025-12-08,Media Activity,Transport,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1308,2025-12-08,Meeting,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2278,2025-12-08,Meeting,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2530,2025-12-08,Meeting,Gender Equality,Pervouralsk,Male,25-34,Analyst,Yes,No,No,Professional,No
2687,2025-12-08,Community Outreach,Social Policy,Yekaterinburg,Female,55+,Analyst,Yes,Yes,No,Professional,No
2690,2025-12-08,Educational Event,Local Government,Pervouralsk,Male,25-34,Volunteer,No,Yes,Yes,Basic,No
3347,2025-12-08,Government Interaction,Housing,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No
918,2025-12-09,Public Event,Healthcare,Yekaterinburg,Female,18-24,Speaker,No,Yes,Yes,Visible,No
1325,2025-12-09,Community Outreach,Gender Equality,Yekaterinburg,Female,35-44,Analyst,Yes,No,No,Professional,No
2182,2025-12-09,Media Activity,Transport,Yekaterinburg,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
2207,2025-12-09,Government Interaction,Youth Policy,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No
2546,2025-12-09,Government Interaction,Economic Policy,Nizhny Tagil,Female,18-24,Participant,No,No,No,Basic,No
157,2025-12-10,Public Event,Youth Policy,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
867,2025-12-10,Meeting,Gender Equality,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1038,2025-12-10,Government Interaction,Transport,Pervouralsk,Female,25-34,Participant,No,No,No,Basic,No
1906,2025-12-10,Campaign Activity,Youth Policy,Yekaterinburg,Female,35-44,Analyst,Yes,No,No,Professional,No
3122,2025-12-10,Campaign Activity,Youth Policy,Nizhny Tagil,Female,18-24,Participant,No,Yes,No,Basic,No
3270,2025-12-10,Community Outreach,Local Government,Yekaterinburg,Female,55+,Participant,No,Yes,No,Basic,No
3414,2025-12-10,Government Interaction,Economic Policy,Revda,Female,25-34,Volunteer,No,No,No,Basic,No
3551,2025-12-10,Community Outreach,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
283,2025-12-11,Government Interaction,Economic Policy,Yekaterinburg,Female,25-34,Analyst,No,Yes,No,Professional,No
834,2025-12-11,Campaign Activity,Education,Nizhny Tagil,Male,35-44,Volunteer,No,No,No,Basic,No
2276,2025-12-11,Community Outreach,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2627,2025-12-11,Community Outreach,Education,Yekaterinburg,Male,25-34,Participant,No,Yes,No,Basic,No
3047,2025-12-11,Meeting,Education,Pervouralsk,Female,25-34,Participant,No,No,No,Basic,No
3057,2025-12-11,Community Outreach,Healthcare,Yekaterinburg,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
3333,2025-12-11,Community Outreach,Local Government,Nizhny Tagil,Female,18-24,Analyst,Yes,No,No,Professional,No
3569,2025-12-11,Community Outreach,Economic Policy,Asbest,Male,25-34,Speaker,No,Yes,No,Visible,No
1059,2025-12-12,Community Outreach,Local Government,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No
1165,2025-12-12,Campaign Activity,Economic Policy,Yekaterinburg,Female,35-44,Speaker,No,Yes,No,Visible,No
1510,2025-12-12,Educational Event,Entrepreneurship,Kamensk-Uralsky,Male,35-44,Speaker,No,Yes,Yes,Visible,No
1685,2025-12-12,Meeting,Youth Policy,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No
1825,2025-12-12,Media Activity,Social Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3458,2025-12-12,Meeting,Local Government,Yekaterinburg,Male,35-44,Analyst,No,No,No,Professional,No
18,2025-12-13,Meeting,Healthcare,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
431,2025-12-13,Community Outreach,Local Government,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No
1087,2025-12-13,Public Event,Gender Equality,Nizhny Tagil,Male,25-34,Speaker,Yes,Yes,No,Visible,No
1924,2025-12-13,Government Interaction,Youth Policy,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
2102,2025-12-13,Meeting,Local Government,Yekaterinburg,Female,35-44,Analyst,No,No,No,Professional,No
2175,2025-12-13,Public Event,Local Government,Pervouralsk,Female,45-54,Volunteer,No,No,Yes,Basic,No
2958,2025-12-13,Meeting,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3092,2025-12-13,Meeting,Economic Policy,Yekaterinburg,Male,18-24,Analyst,No,No,No,Professional,No
3409,2025-12-13,Meeting,Local Government,Pervouralsk,Male,35-44,Participant,No,No,No,Basic,No
256,2025-12-14,Public Event,Economic Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
1767,2025-12-14,Campaign Activity,Gender Equality,Yekaterinburg,Male,45-54,Participant,Yes,No,No,Basic,No
2444,2025-12-14,Media Activity,Entrepreneurship,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
3227,2025-12-14,Meeting,Housing,Yekaterinburg,Male,25-34,Volunteer,Yes,No,No,Basic,No
742,2025-12-15,Meeting,Gender Equality,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
1083,2025-12-15,Survey,Transport,Yekaterinburg,Male,18-24,Coordinator,Yes,No,Yes,Leadership,Yes
1618,2025-12-15,Meeting,Entrepreneurship,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No
2569,2025-12-15,Campaign Activity,Local Government,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No
3135,2025-12-15,Meeting,Social Policy,Serov,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes
3304,2025-12-15,Public Event,Healthcare,Yekaterinburg,Male,55+,Analyst,No,No,No,Professional,No
3594,2025-12-15,Community Outreach,Entrepreneurship,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
38,2025-12-16,Public Event,Education,Yekaterinburg,Male,45-54,Speaker,No,Yes,No,Visible,No
489,2025-12-16,Meeting,Transport,Revda,Male,45-54,Volunteer,No,No,No,Basic,No
890,2025-12-16,Community Outreach,Gender Equality,Revda,Male,55+,Coordinator,Yes,Yes,Yes,Leadership,Yes
1323,2025-12-16,Public Event,Entrepreneurship,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
2385,2025-12-16,Government Interaction,Local Government,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
2633,2025-12-16,Educational Event,Gender Equality,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2853,2025-12-16,Community Outreach,Entrepreneurship,Yekaterinburg,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes
2873,2025-12-16,Media Activity,Gender Equality,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No
3316,2025-12-16,Educational Event,Social Policy,Yekaterinburg,Female,18-24,Speaker,No,Yes,No,Visible,No
141,2025-12-17,Public Event,Education,Yekaterinburg,Male,45-54,Speaker,Yes,Yes,No,Visible,No
344,2025-12-17,Community Outreach,Entrepreneurship,Yekaterinburg,Male,45-54,Speaker,Yes,Yes,No,Visible,No
1551,2025-12-17,Government Interaction,Gender Equality,Revda,Female,25-34,Speaker,Yes,Yes,No,Visible,No
2303,2025-12-17,Meeting,Economic Policy,Revda,Male,18-24,Volunteer,No,Yes,No,Basic,No
2720,2025-12-17,Community Outreach,Entrepreneurship,Asbest,Male,18-24,Participant,No,No,No,Basic,No
3085,2025-12-17,Public Event,Gender Equality,Serov,Male,18-24,Speaker,No,Yes,No,Visible,No
209,2025-12-18,Media Activity,Local Government,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
492,2025-12-18,Survey,Gender Equality,Revda,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes
1018,2025-12-18,Community Outreach,Local Government,Kamensk-Uralsky,Male,55+,Participant,No,No,No,Basic,No
1182,2025-12-18,Media Activity,Transport,Pervouralsk,Female,55+,Volunteer,Yes,No,No,Basic,No
1340,2025-12-18,Meeting,Gender Equality,Nizhny Tagil,Female,45-54,Speaker,No,Yes,No,Visible,No
1479,2025-12-18,Campaign Activity,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1982,2025-12-18,Campaign Activity,Gender Equality,Yekaterinburg,Female,25-34,Volunteer,No,Yes,No,Basic,No
45,2025-12-19,Meeting,Healthcare,Yekaterinburg,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
350,2025-12-19,Public Event,Youth Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
675,2025-12-19,Public Event,Local Government,Yekaterinburg,Male,35-44,Analyst,Yes,Yes,No,Professional,No
1084,2025-12-19,Survey,Economic Policy,Revda,Male,35-44,Participant,No,No,No,Basic,No
1847,2025-12-19,Educational Event,Entrepreneurship,Nizhny Tagil,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
2612,2025-12-19,Survey,Education,Yekaterinburg,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
3191,2025-12-19,Campaign Activity,Local Government,Pervouralsk,Female,35-44,Organizer,Yes,No,Yes,Leadership,Yes
3585,2025-12-19,Meeting,Entrepreneurship,Pervouralsk,Male,18-24,Participant,No,No,No,Basic,No
65,2025-12-20,Public Event,Transport,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
185,2025-12-20,Community Outreach,Healthcare,Nizhny Tagil,Male,35-44,Speaker,Yes,Yes,No,Visible,No
801,2025-12-20,Survey,Housing,Yekaterinburg,Male,25-34,Participant,No,Yes,No,Basic,No
936,2025-12-20,Meeting,Local Government,Yekaterinburg,Female,25-34,Speaker,Yes,Yes,No,Visible,No
1098,2025-12-20,Community Outreach,Education,Asbest,Male,25-34,Volunteer,Yes,No,No,Basic,No
1277,2025-12-20,Public Event,Local Government,Nizhny Tagil,Female,18-24,Participant,No,No,No,Basic,No
1327,2025-12-20,Public Event,Entrepreneurship,Yekaterinburg,Female,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
1741,2025-12-20,Campaign Activity,Housing,Revda,Female,35-44,Participant,No,No,No,Basic,No
2219,2025-12-20,Campaign Activity,Healthcare,Yekaterinburg,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes
2491,2025-12-20,Meeting,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2969,2025-12-20,Community Outreach,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3377,2025-12-20,Educational Event,Entrepreneurship,Yekaterinburg,Female,25-34,Analyst,No,Yes,No,Professional,No
